Date,91_days,181_days,273_days,364_days,3_year,5_year,7_year,10_year,15_year,base_rate,lending_margin,interbank_rate,inflation,lending_rate,reserve,mpc,10_year_minus_91_days,10_year_minus_3_year,real_rate
24-Sep-21,11.5,16,17.8,25.5,20.95,22,23.49,26,26.5,8.5,17.46,7.64,22.1,25.96,9,hold,14.5,5.05,3.86
01-Oct-21,10,14.5,16.5,19.5,20.95,22,23.49,26,26.5,8.5,17.35,7.64,21.1,25.85,9,hold,16,5.05,4.75
08-Oct-21,10,14.5,16.5,19.5,20.95,22,23.49,26,26.5,8.5,17.45,7.64,21.1,25.95,9,hold,16,5.05,4.85
15-Oct-21,9.7999,13.5,15,16,20.95,22,23.49,26,26.5,8.5,17.44,7.64,21.1,25.94,9,hold,16.2001,5.05,4.84
22-Oct-21,9.7999,13.5,15,16,20.95,22,23.49,26,26.5,8.5,17.45,7.64,21.1,25.95,9,hold,16.2001,5.05,4.85
29-Oct-21,9.7999,11,13,14,20.95,23.5,24.49,25.74,25.8,8.5,17.3,7.64,21.1,25.8,9,hold,15.9401,4.79,4.7
05-Nov-21,9.7999,11,13,14,20.95,23.5,24.49,25.74,25.8,8.5,17.3,7.64,19.3,25.8,9,hold,15.9401,4.79,6.5
12-Nov-21,9.5,10,11,13.5,20.95,23.5,24.49,25.74,25.8,8.5,17.3,7.64,19.3,25.8,9,hold,16.24,4.79,6.5
19-Nov-21,9.5,10,11,13.5,20,23,24.44,25.24,26,8.5,17.04,7.64,19.3,25.54,9,hold,15.74,5.24,6.24
26-Nov-21,9.4,9.5,10.84,12,20,23,24.44,25.24,26,9,17.03,7.64,19.3,26.03,9,raise,15.84,5.24,6.73
03-Dec-21,9.4,9.5,10.84,12,20,23,24.44,25.24,26,9,17.03,7.64,16.4,26.03,9,raise,15.84,5.24,9.63
10-Dec-21,9.5,9.5,10,12,20,23,24.44,25.24,26,9,17.05,7.64,16.4,26.05,9,raise,15.74,5.24,9.65
17-Dec-21,9.5,9.5,10,12,19.5,21.95,23,24.09,26,9,16.72,7.64,16.4,25.72,9,raise,14.59,4.59,9.32
24-Dec-21,9.5,9.5,9.95,13.45,19.5,21.95,23,24.09,26,9,16.87,7.64,16.4,25.87,9,raise,14.59,4.59,9.47
31-Dec-21,9.5,9.5,9.95,13.45,19.5,21.95,23,24.09,26,9,16.86,7.64,16.4,25.86,9,raise,14.59,4.59,9.46
07-Jan-22,9.5,9.65,9.95,15,19.5,21.95,23,24.09,26,9,16.72,7.64,15.1,25.72,9,raise,14.59,4.59,10.62
14-Jan-22,9.5,9.65,9.95,15,20.5,22.25,24.5,25.49,26,9,16.73,7.64,15.1,25.73,9,raise,15.99,4.99,10.63
21-Jan-22,9.5,9.65,13,15,20.5,22.25,24.5,25.49,26,9,16.74,7.64,15.1,25.74,9,raise,15.99,4.99,10.64
28-Jan-22,9.5,9.65,13,15,20.5,22.25,24.5,25.49,26,9,16.76,8.97,15.1,25.76,9,raise,15.99,4.99,10.66
04-Feb-22,9.5,11.5,12.99,15,20.5,22.25,24.5,25.49,26,9,16.74,7.64,14.2,25.74,9,raise,15.99,4.99,11.54
11-Feb-22,9.5,11.5,12.99,15,20,22.25,24.5,25.49,26,9,16.76,8.97,14.2,25.76,9,raise,15.99,5.49,11.56
18-Feb-22,9.45,11.5,12.99,15,20,22.25,24.5,25.49,26,9,16.71,8.97,14.2,25.71,9,raise,16.04,5.49,11.51
25-Feb-22,9.45,11.5,12.99,15,20,22.25,24.5,25.49,26,9,16.8,8.97,14.2,25.8,9,raise,16.04,5.49,11.6
04-Mar-22,9.4,11.5,12.9,14.75,20,22.25,24.5,25.49,26,9,16.59,8.84,13.1,25.59,9,raise,16.09,5.49,12.49
11-Mar-22,9.4,11.5,12.9,14.75,20,22.25,24.5,25.49,26,9,16.71,9,13.1,25.71,9,raise,16.09,5.49,12.61
18-Mar-22,9.35,11.5,12.4,14.25,20,22.25,24.5,25.49,26,9,16.51,8.96,13.1,25.51,9,raise,16.14,5.49,12.41
25-Mar-22,9.35,11.5,12.4,14.25,20,22.25,24.5,25.49,26,9,16.6,8.96,13.1,25.6,9,raise,16.14,5.49,12.5
01-Apr-22,9.35,11.4,12.3,13.78,20,22.25,24.5,25.49,26,9,16.49,8.96,11.5,25.49,9,hold,16.14,5.49,13.99
08-Apr-22,9.35,11.4,12.3,13.78,20,22.25,24.5,25.49,26,9,16.42,8.96,11.5,25.42,9,hold,16.14,5.49,13.92
15-Apr-22,9.35,11.3,12.2,13.78,20,22.25,24.5,25.49,26,9,15.99,9,11.5,24.99,9,hold,16.14,5.49,13.49
22-Apr-22,9.3001,11.3,12.2,13.78,20,22.5,24.5,25.25,26,9,15.79,9,11.5,24.79,9,hold,15.9499,5.25,13.29
29-Apr-22,9.3001,11,11.7,13.28,20,22.5,24.5,25.25,26,9,16.46,9,11.5,25.46,9,hold,15.9499,5.25,13.96
06-May-22,9.3001,11,11.7,13.28,20,22.5,24.5,25.25,26,9,16.26,9,10.2,25.26,9,hold,15.9499,5.25,15.06
13-May-22,9.3001,10.8,11,13.75,20,22.5,24.5,25.25,26,9,16.24,9,10.2,25.24,9,hold,15.9499,5.25,15.04
20-May-22,9.3001,10.8,11,13.75,20,22.5,24.5,25.25,26,9,16.28,9,10.2,25.28,9,hold,15.9499,5.25,15.08
27-May-22,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,16.2,9,10.2,25.2,9,hold,15.9499,5.25,15
03-Jun-22,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,16.22,9,9.7,25.22,9,hold,15.9499,5.25,15.52
10-Jun-22,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,16.14,9,9.7,25.14,9,hold,15.9499,5.25,15.44
17-Jun-22,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,16.14,9,9.7,25.14,9,hold,15.9499,5.25,15.44
24-Jun-22,9.3001,10.45,10.95,13.75,20,22.5,24.5,25.25,26,9,15.52,9,9.7,24.52,9,hold,15.9499,5.25,14.82
01-Jul-22,9.3001,10.45,10.95,13.75,20,22.5,24.5,25.25,26,9,16.14,9,9.9,25.14,9,hold,15.9499,5.25,15.24
08-Jul-22,9.3001,10.4,12,14.5,20,22.5,24.5,25.25,26,9,16.08,9,9.9,25.08,9,hold,15.9499,5.25,15.18
15-Jul-22,9.1615,11.5,13,14.5,20,22.5,24.5,25.25,26,9,16.15,9,9.9,25.15,9,hold,16.0885,5.25,15.25
22-Jul-22,9.1615,11.45,12.75,14.4,22,24,24.5,25.75,27,9,16.17,9,9.9,25.17,9,hold,16.5885,3.75,15.27
29-Jul-22,9.1615,11,12.75,15,22,24,24.5,25.75,27,9,16.2,9,9.9,25.2,9,hold,16.5885,3.75,15.3
05-Aug-22,9.7499,11,12.75,15,22,24,24.5,25.75,27,9,16.06,9,9.8,25.06,9,hold,16.0001,3.75,15.26
12-Aug-22,9.7499,10.75,12.75,15,22,24,24.5,25.75,27,9,16.22,9,9.8,25.22,9,hold,16.0001,3.75,15.42
19-Aug-22,9.7499,10.75,12.75,15,22,24,24.5,27.75,27.75,9,16.19,9,9.8,25.19,9,hold,18.0001,5.75,15.39
26-Aug-22,10,10.5,13,15,22,24,24.5,27.75,27.75,9,15.76,9,9.8,24.76,9,hold,17.75,5.75,14.96
02-Sep-22,10,10.5,13,15,22,24,24.5,27.75,27.75,9,15.87,9,9.9,24.87,9,hold,17.75,5.75,14.97
09-Sep-22,10,10.45,13,15,22,24,24.5,27.75,27.75,9,16.06,9,9.9,25.06,9,hold,17.75,5.75,15.16
16-Sep-22,10,10.45,13,15,22,24,24.5,27.75,27.75,9,16.11,9,9.9,25.11,9,hold,17.75,5.75,15.21
23-Sep-22,9.9402,10,12.7,15,22,24,24.5,27.75,27.75,9,16.25,9,9.9,25.25,9,hold,17.8098,5.75,15.35
30-Sep-22,10,10,12.7,15,22,24,24.5,27.75,27.75,9,16.24,9,9.9,25.24,9,hold,17.75,5.75,15.34
07-Oct-22,10,10,13,15,22,24,24.5,27.75,27.75,9,16.07,9,9.7,25.07,9,hold,17.75,5.75,15.37
14-Oct-22,10,10,13,15,22,24,24.5,27.75,27.75,9,16.13,9,9.7,25.13,9,hold,17.75,5.75,15.43
21-Oct-22,10,10,13,15,22,24,24.5,27.75,27.75,9,16.14,9,9.7,25.14,9,hold,17.75,5.75,15.44
28-Oct-22,10,10,13,15,22,24,25.4,27.64,27.75,9,16.11,9,9.7,25.11,9,hold,17.64,5.64,15.41
04-Nov-22,10,10,13,15,22,24,25.4,27.64,27.75,9,16.08,9,9.8,25.08,9,hold,17.64,5.64,15.28
11-Nov-22,10,10,13,15,22,24,25.4,27.64,27.75,9,16.11,8.74,9.8,25.11,9,hold,17.64,5.64,15.31
18-Nov-22,10,11.5,13,15,22,24,25.4,27.64,27.75,9,15.2,9,9.8,24.2,9,hold,17.64,5.64,14.4
25-Nov-22,10,11.5,13,15,22,24,25.4,27.64,27.75,9,15.45,8.8,9.8,24.45,9,hold,17.64,5.64,14.65
02-Dec-22,10,11.5,13,15,22,24,25.4,27.64,27.75,9,15.69,8.88,9.9,24.69,9,hold,17.64,5.64,14.79
09-Dec-22,10,11.5,13,15,22,24,25.4,27.64,27.75,9,16.08,9,9.9,25.08,9,hold,17.64,5.64,15.18
16-Dec-22,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,15.5,9,9.9,24.5,9,hold,17.64,5.64,14.6
23-Dec-22,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,16.3,9,9.9,25.3,9,hold,17.64,5.64,15.4
30-Dec-22,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,16.32,9,9.9,25.32,9,hold,17.64,5.64,15.42
06-Jan-23,9.7499,11.5,12.5,15,22,24,25.4,27.64,27.75,9,16.23,9,9.4,25.23,9,hold,17.8901,5.64,15.83
13-Jan-23,9.7499,11.5,12,14.99,22,24,25.4,27.64,27.75,9,16.29,9,9.4,25.29,9,hold,17.8901,5.64,15.89
20-Jan-23,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,16.19,9,9.4,25.19,9,hold,18.0001,5.75,15.79
27-Jan-23,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,16.22,9,9.4,25.22,9,hold,18.0001,5.75,15.82
03-Feb-23,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,16.23,9,9.6,25.23,9,hold,18.0001,5.75,15.63
10-Feb-23,10.0034,11.5,13,15.25,22,24,25.4,27.75,27.75,9,16.08,9,9.6,25.08,9,hold,17.7466,5.75,15.48
17-Feb-23,10.0034,11.5,13,15.25,22,24,25.4,27.75,27.75,9.25,16.03,9,9.6,25.28,11.5,raise,17.7466,5.75,15.68
24-Feb-23,10.0034,11.5,14,15.75,22,24,25.4,27.75,27.75,9.25,16.15,9,9.6,25.4,11.5,raise,17.7466,5.75,15.8
03-Mar-23,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,16.00152673,9,9.9,25.25152673,11.5,raise,17.7466,5.75,15.35152673
10-Mar-23,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,16.24497781,9,9.9,25.49497781,11.5,raise,17.7466,5.75,15.59497781
17-Mar-23,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,16.38161974,9,9.9,25.63161974,11.5,raise,17.7466,5.75,15.73161974
24-Mar-23,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,16.64386641,9,9.9,25.89386641,11.5,raise,17.7466,5.75,15.99386641
31-Mar-23,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,15.87854972,9,9.9,25.12854972,11.5,raise,17.7466,5.75,15.22854972
07-Apr-23,10.1424,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,16.50281508,9,10.2,25.75281508,11.5,raise,17.6076,5.75,15.55281508
14-Apr-23,10.0101,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,15.91753377,9,10.2,25.16753377,11.5,raise,17.7399,5.75,14.96753377
21-Apr-23,10.0101,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,15.74324729,9,10.2,24.99324729,11.5,raise,17.7399,5.75,14.79324729
28-Apr-23,10.0101,11.5,13.5,15.75,22,24,25.49,27.75,27.75,9.25,16.7618417,9,10.2,26.0118417,11.5,raise,17.7399,5.75,15.8118417
05-May-23,10,11,13.5,15.75,22,24,25.49,27.75,27.75,9.25,16.81432145,9,9.9,26.06432145,11.5,raise,17.75,5.75,16.16432145
12-May-23,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.25,15.92306756,9,9.9,25.17306756,11.5,raise,17.75,5.75,15.27306756
19-May-23,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.5,16.75547987,9,9.9,26.00547987,11.5,raise,17.75,5.75,16.10547987
26-May-23,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.5,16.47726896,9,9.9,25.72726896,11.5,raise,17.75,5.75,15.82726896
02-Jun-23,9.7999,11,13.3,16.05,22,24,25.49,27.75,27.75,9.5,16.22796187,9,9.8,25.72796187,11.5,raise,17.9501,5.75,15.92796187
09-Jun-23,9.7999,11,13,16.05,22,24,25.49,27.75,27.75,9.5,16.24364098,9,9.8,25.74364098,11.5,raise,17.9501,5.75,15.94364098
16-Jun-23,9.7999,11,13,16.05,22,24,25.49,27.75,27.75,9.5,16.25885511,9,9.8,25.75885511,11.5,raise,17.9501,5.75,15.95885511
23-Jun-23,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,16.2408898,9,9.8,25.7408898,11.5,raise,17.9501,5.75,15.9408898
30-Jun-23,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,16.23286432,9,9.8,25.73286432,11.5,raise,17.9501,5.75,15.93286432
07-Jul-23,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,16.30652057,9,10.3,25.80652057,11.5,raise,17.9501,5.75,15.50652057
14-Jul-23,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,16.36394599,9,10.3,25.86394599,11.5,raise,17.9501,5.75,15.56394599
21-Jul-23,9.7999,11,13,16.05,22,24.5,25.3,26.75,27.75,9.5,16.28099085,9,10.3,25.78099085,11.5,raise,16.9501,4.75,15.48099085
28-Jul-23,9.5,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,16.19827993,9,10.3,25.69827993,11.5,raise,17.25,4.75,15.39827993
04-Aug-23,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,16.19160983,9,10.8,25.69160983,11.5,raise,17.2,4.75,14.89160983
11-Aug-23,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,16.27153511,9,10.8,25.77153511,11.5,raise,17.2,4.75,14.97153511
18-Aug-23,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,16.14645493,9,10.8,25.64645493,11.5,raise,17.2,4.75,14.84645493
25-Aug-23,9.5,10.15,12.4,15.5,22,24.5,25.3,26.75,27.75,10,15.55150602,9,10.8,25.55150602,11.5,raise,17.25,4.75,14.75150602
01-Sep-23,9.5,10.15,12.4,15.5,22,24.5,25.3,26.75,27.75,10,15.67185972,9.943555556,12,25.67185972,11.5,raise,17.25,4.75,13.67185972
08-Sep-23,10.15,12,15.5,15.5,22,24.5,25.3,26.75,27.75,10,15.77345961,10,12,25.77345961,11.5,raise,16.6,4.75,13.77345961
15-Sep-23,10,12,15.5,15.5,22,24.5,25.3,26.75,27.75,10,15.95162419,9.779628148,12,25.95162419,11.5,raise,16.75,4.75,13.95162419
22-Sep-23,10,11.95,15.3,15.5,22,24.5,25.3,26.75,27.75,10,15.91820661,9.88519,12,25.91820661,11.5,raise,16.75,4.75,13.91820661
29-Sep-23,9.45,9.9,11.8,15.1,21.5,23.5,24.5,26,27,10,15.94121441,9.97,12,25.94121441,11.5,raise,16.55,4.5,13.94121441
06-Oct-23,9.45,9.9,11.8,15.1,21.5,23.5,24.5,26,27,10,16.04316228,9.98,12.6,26.04316228,11.5,raise,16.55,4.5,13.44316228
13-Oct-23,9.45,9.75,11.3,14.998,21.5,23.5,24.5,26,27,10,16.08381555,9.99,12.6,26.08381555,11.5,raise,16.55,4.5,13.48381555
20-Oct-23,9.45,9.75,11.3,14.998,21.5,23.5,24.5,26,27,10,16.10645609,10,12.6,26.10645609,11.5,raise,16.55,4.5,13.50645609
27-Oct-23,9.45,9.75,11.3,14.998,21,22,24,25.5,26.5,10,16.22537565,10,12.6,26.22537565,11.5,raise,16.05,4.5,13.62537565
03-Nov-23,9.45,9.5,10.98,14.998,21,22,24,25.5,26.5,10,16.28537565,10,12.6,26.28537565,11.5,raise,16.05,4.5,13.68537565
